X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
397780.920000002,140744.989999998,23185762,2023/11/12 18:32:51+00,DAY,OTHERS,THEFT/OTHER,3600 - 3639 BLOCK OF NEW HAMPSHIRE AVENUE NW,397780.92,140744.99,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.934586379,-77.0255943919,,2023/11/12 15:54:00+00,,699897243,
396771.93,141317.27,23185765,2023/11/13 02:51:15+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF SHEPHERD STREET NW,396771.93,141317.27,4,4E,4,404,Cluster 18,002600 1,002600,Precinct 47,38.9397385188,-77.0372345569,,2023/11/12 10:30:00+00,2023/11/12 12:00:00+00,699897244,
399950.377899997,129192.5799,23185784,2023/11/12 18:32:12+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,4000 - 4099 BLOCK OF 4TH STREET SE,399950.377885907,129192.579893321,8,8E,7,706,Cluster 39,009802 2,009802,Precinct 125,38.8305206225,-77.0005714967,,2023/11/12 16:30:00+00,2023/11/12 18:30:00+00,699897245,
395709.909999996,137490.940000001,23186464,2023/11/13 22:06:04+00,EVENING,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF M STREET NW,395709.91,137490.94,2,2A,2,207,Cluster 5,005501 2,005501,Precinct 4,38.9052651697,-77.0494606379,,2023/11/13 20:57:00+00,2023/11/13 21:00:00+00,699897246,
396965.079999998,137769.460000001,23186762,2023/11/14 15:32:37+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1549 BLOCK OF RHODE ISLAND AVENUE NW,396965.08,137769.46,2,2B,2,208,Cluster 6,005202 2,005202,Precinct 16,38.9077794046,-77.0349909598,,2023/11/14 13:13:00+00,2023/11/14 14:53:00+00,699897247,
403115.108800001,134394.633000001,23171195,2023/10/17 18:20:26+00,DAY,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF M PLACE SE,403115.108800844,134394.632986149,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 132,38.8773774351,-76.9640998092,,2023/09/01 19:00:00+00,2023/10/17 18:00:00+00,699897261,
398600.469999999,145111.050000001,23171256,2023/10/17 20:53:02+00,EVENING,OTHERS,THEFT/OTHER,200 - 399 BLOCK OF VINE STREET NW,398600.47,145111.05,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.973918699,-77.0161507878,,2023/10/17 19:41:00+00,2023/10/17 20:37:00+00,699897262,
401376.880000003,138229.93,23172264,2023/10/21 13:50:16+00,DAY,OTHERS,THEFT/OTHER,1827 - 1999 BLOCK OF WEST VIRGINIA AVENUE NE,401376.88,138229.93,5,5C,5,506,Cluster 23,008804 2,008804,Precinct 76,38.9119316371,-76.9841244064,,2023/10/19 12:18:00+00,2023/10/19 12:47:00+00,699897263,
400384.780000001,136784.329999998,23172314,2023/10/19 16:18:28+00,DAY,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF G STREET NE,400384.78,136784.33,6,6A,1,104,Cluster 25,008302 2,008302,Precinct 83,38.8989101612,-76.9955642497,,2023/10/17 15:55:00+00,2023/10/17 17:30:00+00,699897264,
399695.200000003,137774.0,23173233,2023/10/21 02:36:46+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 2ND STREET NE,399695.2,137774,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9078254892,-77.0035141787,NOMA,2023/10/21 01:13:00+00,,699897265,
397431.32,138975.77,23173748,2023/10/22 01:39:42+00,EVENING,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF 13TH STREET NW,397431.32,138975.77,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9186477371,-77.0296199819,,2023/10/22 00:13:00+00,2023/10/22 01:30:00+00,699897266,
395317.049999997,139759.989999998,23175003,2023/10/24 13:01:32+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2600 - 2699 BLOCK OF WOODLEY ROAD NW,395317.05,139759.99,3,3C,2,204,Cluster 15,000501 3,000501,Precinct 26,38.9257035191,-77.0540054132,,2023/10/23 12:00:00+00,2023/10/24 12:30:00+00,699897267,
397330.130000003,138792.899999999,23175098,2023/10/24 23:27:09+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9170000824,-77.0307861136,,2023/10/24 16:00:00+00,2023/10/24 16:45:00+00,699897268,
397162.670000002,140314.600000001,23175761,2023/10/25 19:52:29+00,EVENING,OTHERS,THEFT/OTHER,3300 - 3398 BLOCK OF 14TH STREET NW,397162.67,140314.6,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9307075161,-77.0327233746,,2023/10/25 18:15:00+00,2023/10/25 18:58:00+00,699897269,
396456.219999999,137483.23,23175867,2023/10/26 03:09:54+00,MIDNIGHT,OTHERS,THEFT/OTHER,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,396456.22,137483.23,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.905199041,-77.0408563583,GOLDEN TRIANGLE,2023/10/25 20:55:00+00,2023/10/25 21:39:00+00,699897270,
397623.289999999,144463.390000001,23176318,2023/10/26 17:16:35+00,DAY,OTHERS,THEFT/OTHER,6400 - 6489 BLOCK OF GEORGIA AVENUE NW,397623.29,144463.39,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,38.9680823234,-77.0274253467,,2023/10/26 15:14:00+00,,699897271,
397843.25,140228.850000001,23178174,2023/10/29 23:27:48+00,EVENING,OTHERS,BURGLARY,700 - 999 BLOCK OF KENYON STREET NW,397843.25,140228.85,1,1E,4,409,Cluster 2,003100 1,003100,Precinct 38,38.9299369878,-77.024873869,,2023/10/29 21:49:00+00,2023/10/29 23:19:00+00,699897272,
401135.869900003,135000.3803,23179010,2023/10/31 13:13:42+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF E STREET SE,401135.869855007,135000.380250711,6,6B,1,107,Cluster 26,006900 2,006900,Precinct 91,38.8828390269,-76.9869086226,,2023/10/27 20:56:00+00,2023/10/31 11:50:00+00,699897273,
397904.399999999,140846.07,23179282,2023/10/31 20:56:38+00,EVENING,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,397904.4,140846.07,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.9354972411,-77.0241705089,,2023/10/31 20:09:00+00,2023/10/31 20:44:00+00,699897274,
397117.25,138916.670000002,23179670,2023/11/01 15:23:41+00,DAY,OTHERS,BURGLARY,1400 - 1499 BLOCK OF V STREET NW,397117.25,138916.67,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,38.9181143708,-77.0332413398,,2023/11/01 02:30:00+00,2023/11/01 03:00:00+00,699897275,
396832.939999998,138182.129999999,23180282,2023/11/02 17:41:36+00,DAY,OTHERS,BURGLARY,1600 - 1619 BLOCK OF 16TH STREET NW,396832.94,138182.13,2,2B,3,301,Cluster 6,005302 2,005302,Precinct 15,38.9114964109,-77.0365163644,,2023/11/02 16:04:00+00,2023/11/02 16:50:00+00,699897276,
397950.369999997,143397.449999999,23180549,2023/11/03 02:09:50+00,EVENING,GUN,ROBBERY,712 - 799 BLOCK OF MADISON STREET NW,397950.37,143397.45,4,4D,4,403,Cluster 18,002101 1,002101,Precinct 58,38.9584808931,-77.0236479171,,2023/11/03 00:42:00+00,2023/11/03 01:00:00+00,699897277,
391234.619999997,140409.809999999,23180887,2023/11/03 20:15:25+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5098 BLOCK OF KLINGLE STREET NW,391234.62,140409.81,3,3D,2,205,Cluster 13,000904 1,000904,Precinct 8,38.9315260569,-77.1010936897,,2023/11/03 18:34:00+00,2023/11/03 19:47:00+00,699897278,
397499.210000001,138977.0,23181235,2023/11/04 08:30:11+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF 12TH PLACE NW,397499.21,138977,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,38.9186590131,-77.0288371328,,2023/11/04 06:48:00+00,2023/11/04 06:58:00+00,699897279,
395766.789999999,137665.280000001,23181301,2023/11/04 12:51:36+00,DAY,OTHERS,THEFT/OTHER,1250 - 1299 BLOCK OF 22ND STREET NW,395766.79,137665.28,2,2B,2,208,Cluster 5,005501 1,005501,Precinct 4,38.9068359607,-77.0488059406,,2023/10/28 17:00:00+00,2023/10/28 21:00:00+00,699897280,
399238.950000003,142381.809999999,23181321,2023/11/04 13:11:10+00,DAY,OTHERS,THEFT F/AUTO,4700 - 4949 BLOCK OF NORTH CAPITOL STREET,399238.95,142381.81,5,5A,,,Cluster 19,009510 1,009510,Precinct 44,38.9493337981,-77.008779603,,2023/11/04 12:34:00+00,2023/11/04 13:11:00+00,699897281,
396523.770000003,137976.789999999,23181329,2023/11/04 14:05:17+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF P STREET NW,396523.77,137976.79,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9096454698,-77.0400800705,,2023/11/04 03:00:00+00,2023/11/04 12:00:00+00,699897282,
405964.509999998,134419.23,23181839,2023/11/06 02:38:56+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5069 BLOCK OF BENNING ROAD SE,405964.51,134419.23,7,7E,6,604,Cluster 33,007707 3,007707,Precinct 106,38.8775843035,-76.9312615719,,2023/11/05 09:52:00+00,2023/11/05 10:46:00+00,699897283,
400637.649999999,136696.719999999,23181861,2023/11/05 12:01:22+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF 10TH STREET NE,400637.65,136696.72,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,38.8981207916,-76.9926492415,,2023/11/05 04:45:00+00,2023/11/05 10:45:00+00,699897284,
405341,135527,23088240,2023/06/03 17:24:32+00,DAY,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF B STREET SE,405341,135527,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 103,38.8875675294,-76.9384386465,,2023/06/02 21:00:00+00,2023/06/03 14:00:00+00,699897286,
401267,138053,23088300,2023/06/03 18:41:14+00,DAY,OTHERS,THEFT/OTHER,1103 - 1199 BLOCK OF MOUNT OLIVET ROAD NE,401267,138053,5,5D,5,506,Cluster 23,008804 2,008804,Precinct 76,38.9103379568,-76.9853916625,,2023/06/03 17:35:00+00,2023/06/03 17:40:00+00,699897287,
399823,138853,23088773,2023/06/04 10:56:33+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1948 - 2099 BLOCK OF 3RD STREET NE,399823,138853,5,5F,5,502,Cluster 21,008702 1,008702,Precinct 75,38.9175455207,-77.0020409921,,2023/06/04 10:39:00+00,2023/06/04 11:00:00+00,699897288,
401745,133271,23088916,2023/06/04 18:43:07+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF T STREET SE,401745,133271,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,38.867259084,-76.9798925322,,2023/06/04 16:43:00+00,,699897289,
394491,137765,23088992,2023/06/04 21:24:55+00,EVENING,OTHERS,THEFT/OTHER,1336 - 1398 BLOCK OF WISCONSIN AVENUE NW,394491,137765,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9077272025,-77.0635156997,GEORGETOWN,2023/06/04 19:45:00+00,2023/06/04 20:00:00+00,699897290,
401701,136862,23089749,2023/06/05 22:56:53+00,EVENING,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701,136862,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8996082789,-76.9803906515,,2023/06/05 21:40:00+00,2023/06/05 22:08:00+00,699897291,
400388,132003,23090053,2023/06/06 17:30:12+00,DAY,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF POMEROY ROAD SE,400388,132003,8,8C,7,703,Cluster 37,007401 2,007401,Precinct 119,38.8558380551,-76.9955298286,,2023/05/28 18:00:00+00,2023/05/30 19:30:00+00,699897292,
397867.93,140010.199999999,23090516,2023/06/07 00:54:55+00,EVENING,OTHERS,THEFT F/AUTO,700 - 899 BLOCK OF COLUMBIA ROAD NW,397867.93,140010.2,1,1E,4,409,Cluster 2,003100 1,003100,Precinct 38,38.927967381,-77.0245885546,,2023/06/06 23:59:00+00,2023/06/07 00:33:00+00,699897293,
400218,142805,23090868,2023/06/07 15:53:48+00,DAY,OTHERS,THEFT F/AUTO,5166 - 5199 BLOCK OF SOUTH DAKOTA AVENUE NE,400218,142805,5,5A,4,406,Cluster 19,009508 2,009508,Precinct 66,38.9531463114,-76.9974849802,,2023/06/07 02:00:00+00,2023/06/07 15:00:00+00,699897294,
398123,141625,23035483,2023/03/06 18:31:32+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4200  - 4299 BLOCK OF 7TH STREET NW,398123,141625,4,4C,4,407,Cluster 18,002400 3,002400,Precinct 46,38.9425145651,-77.0216513221,,2023/03/06 15:27:00+00,2023/03/06 15:30:00+00,699897295,
397835,136718,23035649,2023/03/07 00:20:37+00,EVENING,OTHERS,ROBBERY,900 - 999 BLOCK OF G STREET NW,397835,136718,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8983100548,-77.0249579465,DOWNTOWN,2023/02/24 21:15:00+00,2023/02/24 21:20:00+00,699897296,
406976,136061,23035690,2023/03/07 04:07:50+00,MIDNIGHT,OTHERS,THEFT F/AUTO,200 - 399 BLOCK OF 57TH STREET NE,406976,136061,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,38.8923665468,-76.9195879212,,2023/03/06 23:31:00+00,2023/03/07 00:35:00+00,699897297,
399218,129419,23036441,2023/03/08 10:45:36+00,MIDNIGHT,OTHERS,THEFT F/AUTO,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399218,129419,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8325599734,-77.0090065321,,2023/03/06 23:00:00+00,2023/03/07 19:00:00+00,699897298,
407074,136309,23036859,2023/03/09 01:02:58+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5700 - 5799 BLOCK OF DIX STREET NE,407074,136309,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,38.8945998383,-76.9184557261,,2023/03/08 22:42:00+00,2023/03/09 00:49:00+00,699897299,
401740,137077,23037126,2023/03/09 16:11:12+00,DAY,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,401740,137077,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9015449994,-76.9799405098,,2023/03/09 04:00:00+00,2023/03/09 14:00:00+00,699897300,
406148,137299,23037287,2023/03/09 22:04:02+00,EVENING,OTHERS,BURGLARY,5000 - 5065 BLOCK OF SHERIFF ROAD NE,406148,137299,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9035250756,-76.9291211608,,2023/03/09 19:09:00+00,2023/03/09 21:31:00+00,699897301,
397489,143383,23037375,2023/03/10 02:53:20+00,EVENING,OTHERS,THEFT/OTHER,1200  - 1299 BLOCK OF MADISON STREET NW,397489,143383,4,4E,4,403,Cluster 18,002002 2,002002,Precinct 54,38.9583495259,-77.0289709902,,2023/03/09 23:30:00+00,2023/03/10 00:00:00+00,699897302,
397229,138975,23037667,2023/03/10 16:19:07+00,DAY,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 14TH STREET NW,397229,138975,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.918640186,-77.0319529725,,2023/03/10 14:37:00+00,2023/03/10 15:00:00+00,699897303,
397229,138975,23038832,2023/03/12 18:42:58+00,DAY,OTHERS,THEFT/OTHER,2100 - 2199 BLOCK OF 14TH STREET NW,397229,138975,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.918640186,-77.0319529725,,2023/03/11 00:00:00+00,2023/03/11 12:00:00+00,699897304,
400354,131430,23039749,2023/03/14 10:41:49+00,MIDNIGHT,OTHERS,THEFT/OTHER,2698 - 2701 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400354,131430,8,8C,7,703,Cluster 43,010400 3,010400,Precinct 119,38.8506762385,-76.9959218395,,2023/03/13 19:00:00+00,2023/03/14 09:00:00+00,699897305,
397242,140663,23039936,2023/03/14 18:58:29+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OAK STREET NW,397242,140663,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,38.933846262,-77.0318098494,,2023/03/14 12:45:00+00,2023/03/14 18:00:00+00,699897306,
398358,136942,23040042,2023/03/14 22:20:47+00,EVENING,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 5TH STREET NW,398358,136942,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 143,38.9003290598,-77.0189293801,DOWNTOWN,2023/03/14 20:30:00+00,,699897307,
399029,129084,23040325,2023/03/15 11:38:38+00,DAY,OTHERS,MOTOR VEHICLE THEFT,25 - 99 BLOCK OF BRANDYWINE STREET SW,399029,129084,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.82954195,-77.0111828299,,2023/03/15 02:30:00+00,2023/03/15 09:44:00+00,699897308,
395007,137489,23041801,2023/03/18 03:13:55+00,MIDNIGHT,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF M STREET NW,395007,137489,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9052439817,-77.0575645024,GEORGETOWN,2023/03/17 23:34:00+00,2023/03/17 23:55:00+00,699897309,
400736,129733,23042353,2023/03/19 03:08:27+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,900 - 911 BLOCK OF VARNEY STREET SE,400736,129733,8,8E,7,706,Cluster 39,009700 3,009700,Precinct 121,38.8353886692,-76.9915229281,,2023/03/18 21:35:00+00,2023/03/19 03:06:00+00,699897310,
397431,138854,23042805,2023/03/20 01:19:27+00,EVENING,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF 13TH STREET NW,397431,138854,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.917550792,-77.0296232163,,2023/03/19 20:56:00+00,2023/03/19 21:46:00+00,699897311,
392360.060000002,139782.93,23154898,2023/09/19 22:17:12+00,EVENING,OTHERS,THEFT F/AUTO,4400 - 4599 BLOCK OF EDMUNDS STREET NW,392360.06,139782.93,3,3D,2,205,Cluster 13,000804 3,000804,Precinct 8,38.925889436,-77.0881066918,,2023/09/19 19:30:00+00,2023/09/19 19:45:00+00,699897359,
397241.549999997,140302.66,23155484,2023/09/20 22:25:05+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9306002081,-77.0318135912,,2023/09/20 19:56:00+00,2023/09/20 22:00:00+00,699897360,
400790.590000004,137051.629999999,23155713,2023/09/21 04:49:37+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1100 - 1199 BLOCK OF I STREET NE,400790.59,137051.63,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.901317824,-76.9908857576,,2023/09/20 18:00:00+00,2023/09/21 01:00:00+00,699897361,
400863.07,132294.629999999,23156053,2023/09/21 20:41:29+00,EVENING,OTHERS,THEFT/OTHER,2627 - 2699 BLOCK OF STANTON ROAD SE,400863.07,132294.63,8,8B,7,703,Cluster 37,007406 1,007406,Precinct 118,38.8584648442,-76.9900561524,,2023/09/21 20:02:00+00,2023/09/21 20:39:00+00,699897362,
397330.140000001,138916.41,23156851,2023/09/23 03:33:49+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF V STREET NW,397330.14,138916.41,1,1B,3,305,Cluster 3,004401 2,004401,Precinct 22,38.9181127012,-77.0307864786,,2023/09/23 00:07:00+00,2023/09/23 02:13:00+00,699897363,
397162.310000002,140976.59,23174144,2023/10/23 03:09:49+00,MIDNIGHT,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 14TH STREET NW,397162.31,140976.59,1,1D,4,408,Cluster 2,002801 2,002801,Precinct 41,38.9366709208,-77.0327302639,,2023/10/22 18:36:00+00,2023/10/22 19:36:00+00,699897364,
396775.520000003,140789.5,23174304,2023/10/23 01:39:43+00,EVENING,OTHERS,ROBBERY,3431 - 3499 BLOCK OF BROWN STREET NW,396775.52,140789.5,1,1D,3,302,Cluster 2,002703 1,002703,Precinct 40,38.9349842239,-77.0371906675,,2023/10/23 00:49:00+00,,699897365,
400489.026000001,134410.2896,23174654,2023/10/23 20:56:22+00,EVENING,OTHERS,BURGLARY,800 - 899 BLOCK OF L STREET SE,400489.025982407,134410.289562163,8,8F,1,106,Cluster 27,007203 2,007203,Precinct 131,38.8775238576,-76.9943641899,CAPITOL RIVERFRONT,2023/10/18 16:00:00+00,2023/10/23 18:45:00+00,699897366,
391025.270000003,140788.640000001,23174681,2023/10/23 20:17:57+00,EVENING,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF GLENBROOK TERRACE NW,391025.27,140788.64,3,3D,2,205,Cluster 13,000904 1,000904,Precinct 8,38.9349365569,-77.1035131366,,2023/10/23 19:33:00+00,2023/10/23 19:34:00+00,699897367,
397679.82,145199.539999999,23174782,2023/10/24 01:17:01+00,EVENING,GUN,ROBBERY,6900 - 7099 BLOCK OF GEORGIA AVENUE NW,397679.82,145199.54,4,4B,4,401,Cluster 17,010300 3,010300,Precinct 63,38.9747138874,-77.026775527,,2023/10/23 21:46:00+00,2023/10/24 01:15:00+00,699897368,
397229.130000003,138792.68,23174969,2023/10/24 09:54:17+00,MIDNIGHT,KNIFE,ROBBERY,U STREET NW AND 14TH STREET NW,397229.13001138,138792.67999823,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 141,38.9169977879,-77.0319507375,,2023/10/24 08:45:00+00,2023/10/24 09:49:00+00,699897369,
399080.469999999,138633.329999998,23175080,2023/10/24 15:50:24+00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF T STREET NW,399080.47,138633.33,5,5E,3,308,Cluster 21,003302 1,003302,Precinct 19,38.9155661973,-77.0106028329,,2023/10/18 18:30:00+00,2023/10/18 18:45:00+00,699897370,
392366.140000001,137963.870000001,23175517,2023/10/25 08:53:04+00,MIDNIGHT,OTHERS,THEFT F/AUTO,4550 - 4596 BLOCK OF MACARTHUR BOULEVARD NW,392366.14,137963.87,3,3D,2,205,Cluster 13,000802 1,000802,Precinct 7,38.9095028047,-77.0880163489,,2023/10/15 16:00:00+00,2023/10/16 16:00:00+00,699897371,
405623.780000001,137221.690000001,23175529,2023/10/25 10:56:48+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,4700 - 4721 BLOCK OF SHERIFF ROAD NE,405623.78,137221.69,7,7C,6,602,Cluster 31,007806 2,007806,Precinct 93,38.9028321503,-76.9351654001,,2023/10/24 22:00:00+00,2023/10/25 10:00:00+00,699897372,
393070.630000003,142276.379999999,23175640,2023/10/25 15:53:31+00,DAY,OTHERS,ROBBERY,4500 - 4537 BLOCK OF WISCONSIN AVENUE NW,393070.63,142276.38,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9483570552,-77.0799373128,,2023/10/25 14:42:00+00,2023/10/25 14:44:00+00,699897373,
402921.899999999,139596.82,23175803,2023/10/25 20:05:05+00,EVENING,OTHERS,THEFT/OTHER,2615 - 2699 BLOCK OF BLADENSBURG ROAD NE,402921.9,139596.82,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9242412524,-76.9663043219,,2023/10/22 14:10:00+00,2023/10/22 15:00:00+00,699897374,
401605.4604,135140.545699999,23176138,2023/10/26 09:23:52+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF D STREET SE,401605.460351443,135140.545722841,7,7D,1,107,Cluster 26,006802 1,006802,Precinct 87,38.8841009593,-76.9814960675,,2023/10/26 08:18:00+00,2023/10/26 08:20:00+00,699897375,
396480.619999997,137054.379999999,23176313,2023/10/26 17:27:37+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1799 BLOCK OF I STREET NW,396480.62,137054.38,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9013359072,-77.0405728525,GOLDEN TRIANGLE,2023/10/26 16:38:00+00,2023/10/26 17:18:00+00,699897376,
403586.8473,135177.313000001,23176359,2023/10/27 01:36:49+00,EVENING,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF D STREET SE,403586.847265282,135177.312954875,7,7B,,,Cluster 32,007708 2,007708,Precinct 132,38.8844263221,-76.9586591571,,2023/10/26 18:19:00+00,2023/10/26 19:06:00+00,699897377,
398793.710000001,140371.82,23176842,2023/10/27 16:28:50+00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF IRVING STREET NW,398793.71,140371.82,5,5E,4,405,Cluster 21,002302 1,002302,Precinct 44,38.9312267245,-77.013912434,,2023/10/27 14:30:00+00,,699897378,
397694.100000001,142025.949999999,23177045,2023/10/27 23:14:56+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,GEORGIA AVENUE NW AND BUCHANAN STREET NW,397694.09999581,142025.95001723,4,4D,4,404,Cluster 18,002201 2,002201,Precinct 46,38.9461254156,-77.0266000601,,2023/10/27 21:17:00+00,2023/10/27 22:28:00+00,699897379,
397095.079999998,137532.579999998,23177403,2023/10/28 13:22:39+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF M STREET NW,397095.08,137532.58,2,2C,2,207,Cluster 8,010100 1,010100,Precinct 17,38.9056459466,-77.0334911294,DOWNTOWN,2023/10/28 12:17:00+00,2023/10/28 12:46:00+00,699897380,
399421.399999999,134605.699999999,23177775,2023/10/29 04:16:47+00,MIDNIGHT,OTHERS,THEFT/OTHER,70 - 101 BLOCK OF I STREET SE,399421.4,134605.7,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8792841371,-77.0066682759,CAPITOL RIVERFRONT,2023/10/26 22:00:00+00,2023/10/28 19:00:00+00,699897381,
400933.490000002,137360.260000002,23177886,2023/10/29 08:55:33+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF MONTELLO AVENUE NE,400933.49,137360.26,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9040979322,-76.989237929,,2023/10/29 08:18:00+00,2023/10/29 08:54:00+00,699897382,
398272.759999998,137126.920000002,23178273,2023/10/30 03:19:05+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,901- 999 BLOCK OF 6TH STREET NW,398272.76,137126.92,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,38.9019947217,-77.0199125128,MOUNT VERNON TRIANGLE CID,2023/10/30 02:23:00+00,2023/10/30 03:30:00+00,699897383,
399592.1844,134459.518800002,23178292,2023/10/30 04:16:26+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF NEW JERSEY AVENUE SE,399592.184381575,134459.518842209,8,8F,,,Cluster 27,007203 4,007203,Precinct 131,38.8779673757,-77.0046999255,CAPITOL RIVERFRONT,2023/10/30 03:59:00+00,2023/10/30 04:15:00+00,699897384,
